5
3
6
4
6
4
8
9
8
4
7
25
13
4
4
4
9
10
4
23
4
4
5
9
4
5
7
8
11
11
5
12
5
7
4
6
6
7
6
8
15
5
11
4
8
4
4
4
5
12
4
8
16
17
5
4
4
8
6
23
5
6
8
3
7
4
4
19
4
7
4
4
5
4
5
4
13
4
5
10
11
5
13
4
25
4
7
5
18
12
6
4
4
6
6
4
18
7
12
4
7
13
12
4
9
4
4
15
7
8
4
4
32
4
4
7
4
31
25
7
4
4
8
4
5
4
4
8
4
9
4
12
5
4
5
7
8
11
4
6
13
4
5
4
8
20
6
12
20
3
33
4
58
5
